GEOID10,DP0010001,NEIGHBORS
48113014127,8315,"48113014132,48113014119,48113014120,48113014129,48113014128,48113014131,48113014121,48113014126"
48113020700,5022,"48113013718,48113013716,48113013720,48113013721,48113013722,48113013727,48113013725,48113013726,48113013714,48113013715,48113013803"
48113018501,3709,"48113018506,48113012701,48113019033,48113019013,48113018900,48113013010,48113018600,48113018401,48113018700,48113018300"
48113020000,4262,"48121021728,48121021727,48113014135,48113014134,48113014119,48439113703,48113014126,48121021737"
48113020200,3678,"48113016701,48113011401,48113016703,48113008701,48113008603,48113016902,48113017102,48113011601,48113009303,48113011500"
48113020100,2318,"48113014204,48113009900,48113010000,48113010601,48113014702,48113014701,48113015000,48113014902"
48113020600,2462,"48113007604,48113007700,48113007605,48113007302,48113007601,48113009500,48113009402,48113007301"
48113004600,1709,"48113005100,48113005000,48113004500,48113004202,48113004201,48113005200,48113004700"
48113004700,3723,"48113005100,48113004800,48113005000,48113004202,48113004201,48113002000,48113004600"
48113005000,4322,"48113005400,48113006200,48113005100,48113004800,48113004700,48113004600"
48113005100,2878,"48113006200,48113006302,48113005300,48113005000,48113005200,48113004700,48113004600"
48113005200,4713,"48113005300,48113005100,48113004500,48113004600"
48113005300,7085,"48113006402,48113010804,48113006302,48113005100,48113004500,48113006401,48113005200"
48113006001,4061,"48113005600,48113006200,48113006002,48113006100,48113006301"
48113006002,5859,"48113005600,48113011001,48113011002,48113005902,48113011200,48113006100,48113006001"
48113006100,4263,"48113010804,48113010904,48113011001,48113011002,48113006002,48113006001,48113006301,48113010803"
48113006200,5940,"48113005600,48113005400,48113006302,48113005100,48113004800,48113005000,48113006001,48113006301"
48113015000,7996,"48113010601,48113020100,48113015204,48113015304,48113015700,48113015100,48113014902,48113015800"
48113015100,6509,"48113014901,48113015204,48113015206,48113015205,48113015000,48113014902"
48113015202,3618,"48113014406,48113014405,48113014501,48113014901,48113014502,48113015205,48113015305"
48113015204,7438,"48113015206,48113015306,48113015304,48113015000,48113015100"
48113015205,4078,"48113014406,48113015202,48113014901,48113014502,48113015206,48113015305,48113015100"
48113015206,3938,"48113014901,48113015204,48113015205,48113015305,48113015306,48113015100"
48113015303,2092,"48113014403,48113014408,48439113001,48439106518,48113015401,48113015304"
48113015304,3461,"48113014408,48113014406,48113015303,48113015401,48113015204,48113015305,48113015306,48113015600,48113015700,48113015000,48113015800"
48113019013,5510,"48113018506,48113019032,48113019033,48113019014,48113018900,48113018501,48113018600"
48113001203,1477,"48113001301,48113001202,48113001204,48113000100"
48113019031,6186,"48085032009,48113019042,48113019023,48113019037,48113019028,48113019036"
48113019029,5905,"48113019021,48113019027,48113019026,48113019024,48113019023,48113019028,48113019020"
48113019028,3690,"48113019029,48113019027,48113019042,48113019023,48113019037,48113019031"
48113019026,5406,"48113019021,48113019029,48113019027,48113019025,48113018900,48113018801"
48113019027,4950,"48113019043,48113019021,48113019029,48113019026,48113019025,48113019042,48113019028"
48113019004,6611,"48113019039,48113019024,48113019020,48113019032,48113019033,48113019014,48113019018,48113019019"
48113001102,2284,"48113001101,48113000201,48113001400,48113008000,48113000100"
48113000800,6355,"48113001600,48113001503,48113000702,48113000900,48113000701"
48113001101,3358,"48113000202,48113000201,48113001102,48113001504,48113001400,48113001002,48113001001"
48113001002,2204,"48113001101,48113001504,48113001503,48113000900,48113001001"
48113001001,1602,"48113000202,48113001101,48113000900,48113001002,48113000300"
48113007804,5005,"48113013200,48113019208,48113007805,48113007810,48113019040,48113013101,48113019016"
48113000900,4743,"48113001503,48113000800,48113000702,48113001002,48113001001,48113000300,48113000701"
48113000300,4080,"48113007914,48113000202,48113019600,48113000702,48113000900,48113001001,48113019302"
48113000202,3409,"48113007914,48113001101,48113000201,48113001001,48113000300,48113007903"
48113000201,2875,"48113007914,48113000202,48113001101,48113001102,48113007903,48113008000,48113007902"
48113020500,4820,"48113004400,48113004300,48113006900,48113010000,48113010500,48113010101,48113010601,48113010701"
48113020300,2568,"48113002400,48113003700,48113003400,48113020400,48113002701,48113002702,48113002500"
48113020400,5518,"48113002200,48113002400,48113001701,48113002100,48113003101,48113002000,48113020300,48113004100,48113008900,48113003400,48113010000,48113002500"
48113019212,3697,"48113019208,48113019204,48113019213"
48113001703,3164,"48113001600,48113001800,48113001704,48113000701,48113001701"
48113010903,3213,"48113010904,48113016502,48113016520,48113016516,48113010803"
48113012603,1947,"48113012500,48113012702,48113018001,48113012601,48113012604"
48113007820,5738,"48113007819,48113007818,48113007821,48113007815,48113007809"
48113007911,3136,"48113007819,48113007809,48113007903,48113007910,48113007912"
48113006301,5879,"48113010804,48113006200,48113006302,48113006100,48113006001,48113010803"
48113006302,4428,"48113010804,48113006200,48113005300,48113005100,48113006401,48113006301"
48113006501,6248,"48113010704,48113010801,48113019900,48113006502,48113006402,48113006700"
48113006502,3752,"48113010704,48113010801,48113010805,48113006501,48113006402,48113010804"
48113006700,7486,"48113010704,48113019900,48113006501,48113006402,48113004500,48113006800,48113010701"
48113006800,4974,"48113004500,48113006700,48113004202,48113004400,48113006900,48113010701"
48113006900,3456,"48113004400,48113004300,48113006800,48113020500,48113010500,48113010701"
48113007101,1854,"48113000601,48113019800,48113019502,48113019501,48113007302,48113007301,48113007102"
48113015305,4297,"48113014408,48113014406,48113015202,48113015206,48113015205,48113015306,48113015304"
48113015306,5020,"48113015204,48113015206,48113015305,48113015304"
48113015401,6114,"48439113001,48439106518,48113015303,48439113002,48113015600,48113015304,48113015500,48113015403"
48113015403,3008,"48439113001,48113015401,48439113002,48113015404,48113015500"
48113015404,4462,"48113016100,48113016001,48439113002,48113015500,48113015403"
48113015500,3550,"48113015401,48113016100,48113016001,48113015600,48113015404,48113015403,48113016002,48113015900"
48113015600,5129,"48113015401,48113015304,48113015700,48113015500,48113016002,48113015900"
48113018900,6155,"48113019021,48113019026,48113019020,48113019013,48113019014,48113018802,48113018801,48113018501,48113018600"
48113018802,835,"48113018204,48113018105,48113018900,48113018801,48113018600,48113018700"
48113018801,4301,"48113018105,48113018123,48113019021,48113019026,48113019025,48113018900,48113018802"
48113018700,6523,"48113018206,48113018204,48113018802,48113018501,48113018600,48113018300"
48113018600,3531,"48113019013,48113018900,48113018802,48113018501,48113018700,48113018300"
48113018403,920,"48113018127,48113018126,48113018402,48113012601,48113012604,48113018401"
48113018402,3993,"48113018206,48113018127,48113018126,48113018111,48113018403,48113018401,48113018300"
48113018401,4731,"48113018402,48113012701,48113012601,48113018403,48113013010,48113018501,48113018300"
48113000100,4009,"48113001102,48113001400,48113001301,48113001202,48113001203,48113008100,48113008000"
48113017703,4661,"48113017702,48113017704,48113017814,48113017813,48113017805,48113017804"
48113017201,5548,"48113017606,48113017604,48113011900,48113017202,48113011800,48113011702"
48113017814,5302,"48113018104,48113017702,48113017703,48113017813,48113017812,48113017811"
48113011900,9442,"48113017605,48113017606,48113009201,48113012000,48113017201,48113011800,48113009202"
48113011800,9352,"48113009201,48113011900,48113017201,48113011701,48113009202,48113011702"
48113002500,5308,"48113002400,48113020300,48113020400,48113002701,48113008400,48113012208,48113001202"
48113018135,3447,"48113018136,48113018133,48113018134,48397040301,48397040504,48113018141,48113018137"
48113016622,3539,"48113016623,48113016621,48113016802,48139060206,48139060204"
48113016624,3479,"48113016623,48139060204,48139060702,48113016616,48113016615,48113016626,48113016625,48113016612"
48113013726,2673,"48113020700,48113013727,48113013805,48113013806,48113013803"
48113019213,3247,"48113019208,48113019202,48113019204,48113019040,48113019212"
48113019038,1015,"48113019100,48113019203,48113019211,48113019210,48113019039,48085031805,48113019023,48113019037,48113019036"
48113019039,6562,"48113019100,48113019038,48113019004,48113019040,48113019024,48113019023,48113019037,48113019018"
48113007102,5919,"48113000601,48113007302,48113007301,48113007101,48113000406,48113980100"
48113007201,8211,"48113007202,48113009900,48113009803,48113009804,48113010000,48113000406"
48113007202,7581,"48113007201,48113009802,48113009804,48113000406"
48113007301,1957,"48113019501,48113007700,48113007302,48113020600,48113007101,48113007102"
48113007302,4138,"48113009802,48113009401,48113009402,48113020600,48113007301,48113007101,48113000406,48113007102,48113980100"
48113007601,1901,"48113013400,48113007605,48113009500,48113013500,48113009609,48113009402,48113020600"
48113007604,3261,"48113013102,48113013300,48113013101,48113007700,48113007801,48113013400,48113007605,48113020600"
48113007605,1839,"48113007604,48113013300,48113007700,48113013400,48113007601,48113013500,48113020600"
48113007700,5140,"48113007604,48113013102,48113019501,48113019301,48113007801,48113007605,48113020600,48113007301"
48113015700,2579,"48113015600,48113015304,48113015000,48113015800,48113015900"
48113015800,2430,"48113010601,48113010602,48113010701,48113015304,48113015700,48113015000,48113015900,48113010703"
48113016001,4455,"48113016100,48113015404,48113015500,48113016002,48113016201"
48113016002,2855,"48113016001,48113015600,48113015500,48113016201,48113016301,48113015900"
48113016100,3852,"48113016001,48439113002,48113015404,48113015500,48113016201,48113016406,48113016202,48113016401"
48113016201,4393,"48113016100,48113016001,48113016002,48113016302,48113016301,48113015900,48113016202"
48113016202,7309,"48113016100,48113016201,48113016302,48113016301,48113016406,48113016407,48113016401"
48113018300,7232,"48113018206,48113018204,48113018402,48113018501,48113018600,48113018401,48113018700"
48113018206,4683,"48113018205,48113018204,48113018110,48113018126,48113018402,48113018111,48113018700,48113018300"
48113018204,4712,"48113018205,48113018206,48113018203,48113018105,48113018802,48113018700,48113018300"
48113018205,4564,"48113018206,48113018203,48113018204,48113018110,48113018111"
48113018132,5097,"48113018138,48113018129,48113017808,48113018142,48113018141,48113018137,48113018104"
48113018130,4152,"48113018129,48113018127,48113018126,48113017808,48113018002,48113018001,48113017812,48113017807,48113012604"
48113018129,4536,"48113018132,48113018138,48113018118,48113018130,48113018128,48113018126,48113017808"
48113018127,3179,"48113018130,48113018126,48113018402,48113018001,48113012601,48113018403,48113012604"
48113019025,4967,"48113018123,48113019043,48113019027,48113019026,48113018801"
48113018126,6536,"48113018206,48113018130,48113018129,48113018127,48113018128,48113018402,48113018111,48113018403"
48113018124,17151,"48113018133,48113018134,48397040301,48397040102,48113018140,48113018139,48113018122"
48113018104,6579,"48113018132,48257050201,48397040504,48113017808,48113018142,48113017702,48113017814,48113017811,48113017304,48113017303,48113017305"
48113017808,4600,"48113018132,48113018138,48113018130,48113018129,48113018104,48113017812,48113017811"
48113017702,7804,"48113018104,48113017704,48113017703,48113017814,48113017813,48113017304,48113017500,48113017400,48113017303"
48113017306,7635,"48113017304,48113017400,48113017303,48113017202,48113017305,48113017301,48113017101,48113017003"
48113017303,7795,"48113018104,48113017702,48113017304,48113017400,48113017306"
48113019042,4527,"48113019043,48085032011,48085032009,48085031316,48113019027,48113019028,48113019031"
48113019043,7728,"48113018123,48113018122,48085031316,48085031317,48113019027,48113019025,48113019042"
48113018140,5377,"48113018133,48113018139,48113018124"
48113018134,5421,"48113018133,48113018135,48397040301,48397040102,48113018124"
48113018139,7096,"48113018133,48113018203,48113018121,48113018123,48113018120,48113018140,48113018124,48113018122"
48113018138,4076,"48113018132,48113018118,48113018129,48113018128,48113017808,48113018141,48113018137"
48113018137,4031,"48113018132,48113018138,48113018118,48113018136,48113018135,48113018141"
48113018133,3457,"48113018136,48113018203,48113018110,48113018135,48113018134,48113018121,48113018140,48113018139,48113018124"
48113018136,7761,"48113018118,48113018133,48113018203,48113018110,48113018135,48113018137"
48113007801,2088,"48113007822,48113007912,48113013104,48113007604,48113013102,48113019501,48113019301,48113007700,48113007906"
48113007906,2469,"48113007822,48113007909,48113007912,48113007913,48113019302,48113019301,48113007801"
48113009401,3670,"48113007302,48113009500,48113009702,48113009802,48113009402"
48113009402,2382,"48113007302,48113007601,48113009500,48113009401,48113020600"
48113009500,2247,"48113007601,48113013500,48113009607,48113009609,48113009702,48113009802,48113009401,48113009402,48113020600"
